objective,i,MATRIX_ZNCC,FIBRE1_ZNCC,FIBRE2_ZNCC,FIBRE3_ZNCC,HARMONICS_ZNCC,NOISE_ZNCC,LAPLACIAN1_ZNCC,LAPLACIAN_LSF_ZNCC,CUBE1_RUNTIME (in min),FIBRES1_RUNTIME (in min),FIBRES3_RUNTIME (in min),HARMONICS_RUNTIME (in min),NOISE_RUNTIME (in min),LAPLACIAN1_RUNTIME (in min),LAPLACIAN_LSF_RUNTIME (in min),OVERALL_RUNTIME (in min),CUBE1_RUNTIME (in hh:mm:ss),FIBRES1_RUNTIME (in hh:mm:ss),FIBRES3_RUNTIME (in hh:mm:ss),HARMONICS_RUNTIME (in hh:mm:ss),NOISE_RUNTIME (in hh:mm:ss),LAPLACIAN1_RUNTIME (in hh:mm:ss),LAPLACIAN_LSF_RUNTIME (in hh:mm:ss),OVERALL_RUNTIME (in hh:mm:ss),X1 (in um),Y1 (in um),ROT1 (in degree),W1 (in um),H1 (in um),RADIUS1_CORE (in um),RADIUS1_FIBRE (in um),RADIUS1_CORE_PX (in pixels),RADIUS1_FIBRE_PX (in pixels),RADIUS3_CORE (in um),RADIUS3_FIBRE (in um),RADIUS3_CORE_PX (in pixels),RADIUS3_FIBRE_PX (in pixels),33keV_WEIGHT,66keV_WEIGHT,99keV_WEIGHT,NOISE_BIAS,NOISE_GIAN,NOISE_SCALE,LAPLACIAN1_SIGMA_CORE,LAPLACIAN1_K_CORE,LAPLACIAN1_SIGMA_FIBRE,LAPLACIAN1_K_FIBRE,LAPLACIAN1_SIGMA_MATRIX,LAPLACIAN1_K_MATRIX,LAPLACIAN1_RADIUS_CORE (in um),LAPLACIAN1_RADIUS_FIBRE (in um),LAPLACIAN1_RADIUS_CORE_PX (in pixels),LAPLACIAN1_RADIUS_FIBRE_PX (in pixels),LAPLACIAN_LSF_K_CORE,LAPLACIAN_LSF_K_FIBRE,LSF_b,LSF_c,LSF_e,LSF_f,LAPLACIAN_LSF_K_MATRIX,MEAN_CORE_REF,MEAN_CORE_SIM,STDDEV_CORE_REF,STDDEV_CORE_SIM,MEAN_FIBRE_REF,MEAN_FIBRE_SIM,STDDEV_FIBRE_REF,STDDEV_FIBRE_SIM,MEAN_MATRIX_REF,MEAN_MATRIX_SIM,STDDEV_MATRIX_REF,STDDEV_MATRIX_SIM
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,11,45.5,56.86,85.22,89.72,89.77,93.25,93.04,93.71,7.98673161268234,10.8027416030566,4.96997463703156,7.35984069506327,0.023473048210144,37.7741058746974,17.1791460871696,86.0960135579109,0.005546341397696,0.007501903891012,0.003451371275716,0.005111000482683,1.63007279237111E-05,0.02623201796854,0.011929962560535,0.059788898304105,-65.37216,-25.09824,91.476,1437.40928,1031.197417472,7.5821,54.447,3.99057894736842,28.6563157894737,7.596,54.3479,3.9978947368421,28.6041578947368,0.97538785694362,4.61154922881952E-09,0.024612138444831,-0.126631669211654,254.762448649199,0.058841324703062,4.3564621197011,967.629969778045,1319.09413462744,0.570489118058493,0.570489118058493,826.277041574521,7.6657,54.142,4.03457894736842,28.4957894736842,1467.57194333936,1015.22927824735,636.362181963508,41.2020818988332,0.474923826522177,6143857018.1498,0.919741814293363,162.344253540039,133.991333007813,21.6672592163086,21.4272899627686,5.61007881164551,3.92717909812927,5.73016977310181,4.0994176864624,12.8680105209351,10.1776571273804,3.56860208511353,2.42725920677185
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,12,45.34,56.8,85.13,89.61,89.66,92.87,92.79,93.36,4.24854222138723,10.1240973154704,6.65900315841039,6.04254634777705,0.026063923041026,52.8830899635951,14.0980310440063,94.0813739736875,0.00295037654263,0.007030623135743,0.004624307748896,0.004196212741512,1.80999465562679E-05,0.036724368030274,0.009790299336116,0.065334287481728,-63.42656,-27.82208,91.062,1413.86752,1048.806926336,7.6369,54.116,4.01942105263158,28.4821052631579,7.6841,54.0387,4.04426315789474,28.4414210526316,0.973952105635622,9.13211999634923E-07,0.026046981152379,-0.242727388949472,254.962727627244,0.061576688624698,4.843243978246,1999.99930789858,1340.81820501877,0.561851906304441,0.561851906304441,843.316659914031,7.6945,54.2226,4.04973684210526,28.5382105263158,2383.44820655427,1033.10734663084,525.014856815836,41.2032934155061,0.579481788704515,5734436462.87624,1.24192414844336,162.344253540039,114.832717895508,21.6672592163086,18.545503616333,5.61007881164551,3.83464193344116,5.73016977310181,4.01987600326538,12.8680105209351,9.25791645050049,3.56860208511353,2.38705992698669
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,13,44.89,56.63,84.88,89.42,89.46,92.89,92.6,93.22,3.51508499781291,12.2708026051521,4.98031063079834,8.59326223929723,0.024580351511637,36.4560845295588,16.7586888670921,82.5988142212232,0.002441031248481,0.008521390698022,0.003458549049166,0.005967543221734,1.70696885497482E-05,0.025316725367749,0.011637978379925,0.057360287653627,-65.1776,-21.20704,89.46,1408.03072,1033.916957696,7.7129,53.8841,4.05942105263158,28.3600526315789,7.6514,54.2815,4.02705263157895,28.5692105263158,0.977050532654896,2.74564542071459E-05,0.022922010890897,-0.812049834687264,254.720241294072,0.074789977524437,3.89701850357358,967.175313302896,1366.79115271686,0.557355165281808,0.557355165281808,871.36869710844,7.601,54.0634,4.00052631578947,28.4544210526316,1467.15372825352,1089.79047515691,738.373642851303,41.202670592642,0.57814464909757,6495901696.44801,1.24849300674922,162.344253540039,119.675300598145,21.6672592163086,19.61448097229,5.61007881164551,4.14753675460815,5.73016977310181,3.89854311943054,12.8680105209351,8.89167881011963,3.56860208511353,2.16996026039124
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,14,45.65,56.9,85.28,89.77,89.82,93.2,93.01,93.71,5.98962325255076,11.6782356103261,6.07045410076777,9.24580062627792,0.02555357615153,33.4850055654844,15.1828834573428,81.6775561889013,0.004159460592049,0.008109885840504,0.004215593125533,0.00642069487936,1.7745538994118E-05,0.023253476087142,0.010543669067599,0.056720525131182,-63.81568,-26.2656,90.468,1431.37792,1042.901952512,7.6061,54.4624,4.00321052631579,28.6644210526316,7.6198,54.4131,4.01042105263158,28.6384736842105,0.974477829833318,7.02776728308347E-07,0.025521467389954,-0.006350194866172,254.999763159817,0.057402519540883,4.64892985898688,1115.87257059794,1253.0581302863,0.564534081619646,0.564534081619646,746.055872348633,7.62,54.163,4.01052631578947,28.5068421052632,1614.96519592548,966.751980375209,554.909368003324,41.2019645631844,0.386471031514564,5310951665.91685,0.968972192932446,162.344253540039,130.150665283203,21.6672592163086,22.0386867523193,5.61007881164551,3.93271470069885,5.73016977310181,3.923832654953,12.8680105209351,9.86714458465576,3.56860208511353,2.41742944717407
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,15,45.52,56.86,85.27,89.77,89.82,93.21,93.03,93.7,4.16918883721034,8.17260950009028,5.70365241765976,7.40537737607956,0.025472978750865,34.2935684959094,17.910619533062,77.6804891387622,0.002895270025841,0.005675423263952,0.003960869734486,0.005142623177833,1.76895685769894E-05,0.023814978122159,0.012437930231293,0.05394478412414,-57.78432,-30.54592,90.468,1420.288,1052.8594944,7.4833,54.4552,3.93857894736842,28.6606315789474,7.6073,54.5135,4.00384210526316,28.6913157894737,0.974588873731902,1.44002586574913E-07,0.025410982265512,-0.073363554565312,254.971755294249,0.05848581015617,4.78259382135044,1062.81633820699,1279.31589369709,0.567372934303526,0.567372934303526,769.140603593077,7.5659,54.1511,3.98205263157895,28.5005789473684,1562.81346748286,989.120961949022,629.961409785653,41.2019252877791,0.356215914601173,7714371676.79739,0.762538388002485,162.344253540039,132.825393676758,21.6672592163086,23.529842376709,5.61007881164551,3.74372887611389,5.73016977310181,3.8500542640686,12.8680105209351,9.9663200378418,3.56860208511353,2.36693739891052
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,16,44.51,56.49,84.77,89.3,89.33,92.16,91.49,91.89,3.46418973207474,12.4226743817329,4.59689107338587,6.91680899063746,0.023015753428141,58.4485744516055,17.1070939421654,102.97924832503,0.002405687313941,0.008626857209537,0.003192285467629,0.004803339576832,1.59831621028759E-05,0.040589287813615,0.011879926348726,0.071513366892382,-57.20064,-24.32,90.144,1428.84864,1005.337903104,7.5306,54.0059,3.96347368421053,28.4241578947368,7.5318,54.4982,3.96410526315789,28.6832631578947,0.980218021332795,2.09448989058584E-06,0.019779884177314,0.018137854206425,254.752947759178,0.057080718766424,4.24165858286446,1999.99999901723,1580.04335982599,0.564692565679226,0.564692565679226,1120.68666056693,7.6857,54.1584,4.0451052631579,28.5044210526316,2465.34245479255,1221.89720392521,552.631761342231,41.2021765568776,0.528354336545924,5862349112.95439,0.750641164647735,162.344253540039,107.545570373535,21.6672592163086,17.5900726318359,5.61007881164551,3.91697883605957,5.73016977310181,4.44546842575073,12.8680105209351,8.99584102630615,3.56860208511353,2.39271879196167
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,17,45.73,56.94,85.35,89.84,89.89,93.21,93.06,93.76,4.29936338663101,8.73378787040711,7.22114425897598,9.05867557128271,0.025729580720266,55.2461508353551,19.3046742320061,103.889525735378,0.002985669018494,0.00606513046556,0.005014683513178,0.006290746924502,1.78677643890734E-05,0.038365382524552,0.013406023772227,0.072145503982902,-59.53536,-27.43296,90.756,1429.0432,1052.91902976,7.5072,54.573,3.95115789473684,28.7226315789474,7.6086,54.4227,4.00452631578947,28.6435263157895,0.973583829299108,1.04508557779879E-05,0.026405719845114,0.542782861756634,249.884885077313,0.050231491879631,4.84449402711488,982.90070330788,1294.1758505248,0.572069127426156,0.572069127426156,795.216191979395,7.6116,54.1125,4.00610526315789,28.4802631578947,1482.89724596731,979.313299206897,625.331324035488,41.2019519754891,0.476065919046817,6274366560.4517,0.960140138512605,162.344253540039,137.678649902344,21.6672592163086,23.2852573394775,5.61007881164551,3.80003309249878,5.73016977310181,3.90116024017334,12.8680105209351,10.3140716552734,3.56860208511353,2.50958967208862
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,18,45.57,56.87,85.23,89.64,89.67,93.17,92.93,93.63,5.07141310771306,10.0948158582052,7.04600615104039,9.85074810187022,0.02782868941625,45.2352181633314,18.9772277116775,96.303257783254,0.003521814658134,0.00701028879042,0.004893059827111,0.006840797292965,1.93254787612844E-05,0.031413345946758,0.013178630355332,0.066877262349482,-64.59392,-20.4288,90.72,1429.62688,1036.622450688,7.6435,54.391,4.02289473684211,28.6268421052632,7.8084,54.384,4.10968421052632,28.6231578947368,0.973831872293481,1.56790582584648E-06,0.026166559800694,-0.172251020056855,254.63928407615,0.059639531006006,4.41821578039441,1027.76605321362,1263.5278595871,0.562357610323301,0.562357610323301,770.040779444658,7.6165,54.1611,4.00868421052632,28.5058421052632,1526.51975603561,982.709958141029,630.017812459157,41.2031371635787,0.369144099286593,5396334941.71343,0.905544550924555,162.344253540039,128.041351318359,21.6672592163086,21.4399375915527,5.61007881164551,3.95647668838501,5.73016977310181,3.91690731048584,12.8680105209351,9.64150333404541,3.56860208511353,2.32894659042358
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,19,45.46,56.82,85.18,89.69,89.73,92.77,91.72,92.22,3.12834646701813,16.7201776901881,6.29427373011907,8.20917239983877,0.022540517648061,73.7845305124919,14.4006890336672,122.559730350971,0.002172462824318,0.011611234507075,0.004371023423694,0.005700814166555,1.5653137255598E-05,0.051239257300342,0.010000478495602,0.085110923854841,-57.97888,-23.73632,90.036,1413.67296,1056.861904896,7.5766,54.389,3.98768421052632,28.6257894736842,7.6391,54.5066,4.02057894736842,28.6876842105263,0.974406207883697,2.17744066338687E-06,0.02559161467564,-0.067977306484706,254.097511796596,0.058315339417522,4.40936039595307,1996.10954648308,1876.72252000518,0.592600088062589,0.592600088062589,1411.73461434913,7.8059,54.2062,4.10836842105263,28.5295789473684,2238.25742161754,1376.73500418888,697.906049939778,41.2030825009947,0.388141947203463,4771852321.52478,1.06826500209641,162.344253540039,127.794166564941,21.6672592163086,20.2038516998291,5.61007881164551,3.71713733673096,5.73016977310181,4.36252450942993,12.8680105209351,10.4154262542725,3.56860208511353,2.62921595573425
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,20,45.58,56.87,85.25,89.7,89.74,93.18,93.19,93.71,7.4779891093572,9.37562959591548,4.48063793182373,10.4561219016711,0.020124840736389,50.8314851164818,14.7112614830335,97.3532499790192,0.005193047992609,0.006510853886052,0.003111554119322,0.007261195765049,1.39755838447147E-05,0.035299642442001,0.010216153807662,0.067606423596541,-58.17344,-28.98944,91.098,1440.13312,1037.471899648,7.4289,54.6039,3.90994736842105,28.7388947368421,7.6991,54.0681,4.05215789473684,28.4568947368421,0.973102650656682,7.60049243620218E-06,0.026889748850882,0.134562307020173,254.910519842017,0.055584471400744,4.44241695768311,1266.1236573639,1473.70493877119,0.578625020303174,0.578625020303174,989.034245699275,7.6161,54.1485,4.00847368421053,28.4992105263158,1764.50275533635,1114.39940111801,650.603923606201,41.2057449950413,0.585439866908856,5890870690.02642,1.22032987870137,162.344253540039,129.998107910156,21.6672592163086,22.1019191741943,5.61007881164551,3.76410365104675,5.73016977310181,4.05129432678223,12.8680105209351,10.1778430938721,3.56860208511353,2.44625091552734
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,21,45.39,56.82,85.2,89.67,89.72,93.09,93.03,93.6,3.72180429697037,9.90529825687409,5.97988333702087,8.55122303962708,0.023453271389008,39.3943378686905,16.6965954144796,84.2725954850515,0.002584586317341,0.006878679345051,0.00415269676182,0.005938349333074,1.62869940201441E-05,0.02735717907548,0.011594857926722,0.058522635753508,-64.59392,-21.79072,91.134,1440.32768,1024.361046016,7.5393,54.5702,3.96805263157895,28.7211578947368,7.6178,54.5162,4.00936842105263,28.6927368421053,0.976214426214331,4.10359126525509E-08,0.023785532749756,-0.066310266888036,254.978468393136,0.058476157476627,4.35801324377773,1338.75640342111,1331.44411916237,0.565916374164494,0.565916374164494,834.045684521973,7.6621,54.1872,4.03268421052632,28.5195789473684,1838.41665337984,1046.41417572256,545.592891986092,41.2021328521802,0.482431038873998,7760612238.85608,0.961024344961527,162.344253540039,123.266448974609,21.6672592163086,19.8575382232666,5.61007881164551,3.99894261360168,5.73016977310181,4.19582366943359,12.8680105209351,9.67517471313477,3.56860208511353,2.40080523490906
