objective,i,MATRIX_ZNCC,FIBRE1_ZNCC,FIBRE2_ZNCC,FIBRE3_ZNCC,HARMONICS_ZNCC,NOISE_ZNCC,LAPLACIAN1_ZNCC,LAPLACIAN_LSF_ZNCC,CUBE1_RUNTIME (in min),FIBRES1_RUNTIME (in min),FIBRES3_RUNTIME (in min),HARMONICS_RUNTIME (in min),NOISE_RUNTIME (in min),LAPLACIAN1_RUNTIME (in min),LAPLACIAN_LSF_RUNTIME (in min),OVERALL_RUNTIME (in min),CUBE1_RUNTIME (in hh:mm:ss),FIBRES1_RUNTIME (in hh:mm:ss),FIBRES3_RUNTIME (in hh:mm:ss),HARMONICS_RUNTIME (in hh:mm:ss),NOISE_RUNTIME (in hh:mm:ss),LAPLACIAN1_RUNTIME (in hh:mm:ss),LAPLACIAN_LSF_RUNTIME (in hh:mm:ss),OVERALL_RUNTIME (in hh:mm:ss),X1 (in um),Y1 (in um),ROT1 (in degree),W1 (in um),H1 (in um),RADIUS1_CORE (in um),RADIUS1_FIBRE (in um),RADIUS1_CORE_PX (in pixels),RADIUS1_FIBRE_PX (in pixels),RADIUS3_CORE (in um),RADIUS3_FIBRE (in um),RADIUS3_CORE_PX (in pixels),RADIUS3_FIBRE_PX (in pixels),33keV_WEIGHT,66keV_WEIGHT,99keV_WEIGHT,NOISE_BIAS,NOISE_GIAN,NOISE_SCALE,LAPLACIAN1_SIGMA_CORE,LAPLACIAN1_K_CORE,LAPLACIAN1_SIGMA_FIBRE,LAPLACIAN1_K_FIBRE,LAPLACIAN1_SIGMA_MATRIX,LAPLACIAN1_K_MATRIX,LAPLACIAN1_RADIUS_CORE (in um),LAPLACIAN1_RADIUS_FIBRE (in um),LAPLACIAN1_RADIUS_CORE_PX (in pixels),LAPLACIAN1_RADIUS_FIBRE_PX (in pixels),LAPLACIAN_LSF_K_CORE,LAPLACIAN_LSF_K_FIBRE,LSF_b,LSF_c,LSF_e,LSF_f,LAPLACIAN_LSF_K_MATRIX,MEAN_CORE_REF,MEAN_CORE_SIM,STDDEV_CORE_REF,STDDEV_CORE_SIM,MEAN_FIBRE_REF,MEAN_FIBRE_SIM,STDDEV_FIBRE_REF,STDDEV_FIBRE_SIM,MEAN_MATRIX_REF,MEAN_MATRIX_SIM,STDDEV_MATRIX_REF,STDDEV_MATRIX_SIM
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,1,45.31,56.81,85.07,89.18,89.17,92.58,91.47,92.38,4.17967974344889,9.4250849088033,15.837398759524,12.5364966193835,0.027074817816417,54.3421856681506,20.0895060976346,116.437426614761,0.002902555377395,0.006545197853336,0.010998193583003,0.008705900430127,1.88019568169558E-05,0.037737628936216,0.013951045901135,0.080859324038029,-62.84288,-26.07104,91.188,1413.86752,1061.390347264,7.636,54.3458,4.01894736842105,28.6030526315789,8.1163,54.1918,4.27173684210526,28.522,0.969356658700636,9.05067927117871E-07,0.030642436231437,-0.999818968702252,253.564994532613,0.081105550784649,4.5881780318076,1963.87492809227,1699.8784565567,0.585678800768626,0.585678800768626,1232.23622067737,7.7956,54.1797,4.10294736842105,28.5156315789474,2209.27489288943,1208.62829566037,638.955630841806,41.2022114255015,0.352458910828863,5931335686.57443,1.2148767024153,162.344253540039,124.252281188965,21.6672592163086,18.9525928497314,5.61007881164551,3.71863102912903,5.73016977310181,4.01919507980347,12.8680105209351,10.0886211395264,3.56860208511353,2.33002185821533
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,2,45.06,56.69,85.04,89.51,89.55,92.71,92.83,93.24,3.77798142035802,11.3854447563489,4.57584089040756,10.2097240209579,0.023008159796397,52.8588605046272,15.3556103626887,98.1864701151848,0.002623598208582,0.007906558858576,0.003177667285005,0.007090086125665,1.59778887474978E-05,0.036707542017102,0.010663618307423,0.068185048691101,-63.81568,-24.32,91.116,1422.42816,1024.290518016,7.5807,54.207,3.98984210526316,28.53,7.7074,54.324,4.05652631578947,28.5915789473684,0.976584336143434,1.21269476057967E-07,0.02341554258709,0.057216944747618,254.998123673985,0.056655208031542,4.60150273253141,1998.45003597094,1421.94266296553,0.562290211582879,0.562290211582879,943.108314395148,7.6875,54.207,4.04605263157895,28.53,2498.42191855776,1095.35896977077,614.958140358122,41.202930138813,0.355192193002171,5522639097.22936,1.17383958281257,162.344253540039,110.930763244629,21.6672592163086,17.6846103668213,5.61007881164551,3.86153793334961,5.73016977310181,4.25005531311035,12.8680105209351,9.11870288848877,3.56860208511353,2.41459655761719
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,3,45.7,56.91,85.31,89.77,89.81,93.23,93.08,93.74,4.42959965864817,9.35562082926432,5.67915058533351,7.06039380629857,0.022168028354645,47.8391478260358,18.65673443079,93.042815164725,0.003076110874061,0.006496958909211,0.003943854573148,0.004903051254374,1.539446413517E-05,0.033221630434747,0.012956065576938,0.064613066086615,-60.11904,-23.93088,91.026,1430.9888,1044.76492288,7.5157,54.5623,3.95563157894737,28.717,7.5708,55.4343,3.98463157894737,29.1759473684211,0.977208018698942,3.48203831073788E-06,0.022788499262747,0.11517329318932,254.993948386852,0.055704567487393,4.53521532027875,1006.92787735919,1346.24256873372,0.569243104504387,0.569243104504387,843.466585383914,7.6189,54.1539,4.00994736842105,28.5020526315789,1505.89631899614,1025.66007066509,739.883792577891,41.2033417743251,0.54699244174685,6548075115.31839,1.24896254755003,162.344253540039,135.032135009766,21.6672592163086,22.6981220245361,5.61007881164551,3.87964510917664,5.73016977310181,4.04838085174561,12.8680105209351,10.1473789215088,3.56860208511353,2.48771739006042
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,4,45.32,56.8,85.15,89.6,89.65,93.07,92.81,93.58,5.9001354376475,10.4804829835892,3.90199029048284,12.1837051868439,0.020098046461741,45.5126118898392,14.6986577351888,92.6976815700531,0.004097316276144,0.007278113183048,0.002709715479502,0.008460906379753,1.39569767095424E-05,0.031605980479055,0.010207401204992,0.064373389979204,-65.56672,-31.1296,90.414,1421.64992,1038.088771584,7.6123,54.1349,4.00647368421053,28.4920526315789,7.6795,53.6281,4.04184210526316,28.2253157894737,0.973719336816842,1.66731493791563E-07,0.026280496451664,0.085708658450768,254.968383943388,0.056325118318419,4.52869830256566,893.482860871972,1220.1894851595,0.556956800189468,0.556956800189468,720.397987176005,7.5858,54.0732,3.99252631578947,28.4595789473684,1393.47274042805,924.383993215962,528.890585731,41.2021777192711,0.419452801691714,6898505025.20845,1.24828248886194,162.344253540039,129.263488769531,21.6672592163086,21.9593982696533,5.61007881164551,3.97431564331055,5.73016977310181,3.83626770973206,12.8680105209351,9.50951862335205,3.56860208511353,2.31879496574402
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,5,45.63,56.9,85.29,89.74,89.8,93.08,93.02,93.68,5.99718817869822,11.0713450988134,6.66582856178284,10.4771169106166,0.029065163930257,32.2850220362345,18.7901036302249,85.3156695803007,0.004164714012985,0.007688434096398,0.004629047612349,0.007275775632373,2.01841416182341E-05,0.02242015419183,0.013048683076545,0.059246992764098,-62.2592,-28.01664,90.792,1428.84864,1044.202586112,7.539,54.3803,3.96789473684211,28.6212105263158,7.6105,53.6382,4.00552631578947,28.2306315789474,0.972957103399014,1.09082572399626E-11,0.027042896590078,0.913711803175403,253.628840314933,0.048050365639351,4.19639555231411,903.122341340605,1398.26705036667,0.573591159859655,0.573591159859655,906.231133164334,7.6157,54.124,4.00826315789474,28.4863157894737,1403.12091850142,1064.61734315766,711.055790498107,41.2043431256839,0.360542605997448,6713825857.78213,0.750047087232133,162.344253540039,132.795913696289,21.6672592163086,22.4221210479736,5.61007881164551,3.94071316719055,5.73016977310181,4.04912710189819,12.8680105209351,10.0577774047852,3.56860208511353,2.48637294769287
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,6,45.54,56.9,85.26,89.74,89.78,92.57,91.6,92.19,5.64403707186381,13.7616677641869,8.39917642275492,8.60115455786387,0.025352621078491,55.4910156687101,20.7196207443873,112.642024850845,0.003919470188794,0.00955671372513,0.005832761404691,0.005973023998517,1.76059868600633E-05,0.038535427547715,0.014388625516936,0.078223628368643,-68.48512,-30.35136,90.756,1438.96576,1032.745725952,7.6353,54.2679,4.01857894736842,28.5620526315789,7.6481,55.0626,4.02531578947368,28.9803157894737,0.976098708375721,2.73414718542109E-07,0.023901018209561,-0.001795167562419,254.946215827749,0.057461829134306,3.96118003533476,1466.87989761416,1998.20571298367,0.622271284497343,0.622271284497343,1539.48310446338,7.8813,54.0948,4.14805263157895,28.4709473684211,1688.42224214016,1498.27943230784,713.476270179135,41.202017459692,0.375667728886508,6807637248.07161,0.838041015549713,162.344253540039,153.398147583008,21.6672592163086,22.9241466522217,5.61007881164551,3.82977652549744,5.73016977310181,4.87035465240479,12.8680105209351,11.9192495346069,3.56860208511353,2.96905946731567
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,7,45.77,56.94,85.32,89.81,89.86,93.32,93.05,93.75,3.96258920828501,10.8999941825867,5.61236009597778,11.0876625935237,0.020091366767883,33.4160643299421,19.0225256284078,84.0212874054909,0.002751798061309,0.007569440404574,0.003897472288873,0.007699765689947,1.39523380332523E-05,0.023205600229127,0.01321008724195,0.058348116253813,-63.62112,-23.3472,91.098,1440.13312,1039.05604608,7.5974,54.4726,3.99863157894737,28.6697894736842,7.6288,54.5665,4.01515789473684,28.7192105263158,0.974380244289703,1.71215636602459E-07,0.025619584494661,-0.432350068103962,254.678509435805,0.064767636146587,4.40548113037176,1004.40935207361,1285.20979244138,0.571093213937314,0.571093213937314,789.632079993938,7.6588,54.1468,4.03094736842105,28.4983157894737,1504.39006922104,1008.18301256321,511.933790867283,41.2023480576747,0.37299589360153,5339371381.74978,1.01697748682446,162.344253540039,133.453399658203,21.6672592163086,21.1296863555908,5.61007881164551,3.93855834007263,5.73016977310181,4.02467346191406,12.8680105209351,10.1831693649292,3.56860208511353,2.41422057151794
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,8,44.52,56.49,84.61,89.09,89.12,92.15,92.2,92.64,3.2932094057401,12.5647793134054,4.89442524909973,9.00575300852458,0.024319887161255,67.0440168499947,16.5305925925573,113.357096306483,0.002286950976208,0.008725541189865,0.003398906422986,0.006253995144809,1.68888105286492E-05,0.046558345034719,0.011479578189276,0.078720205768391,-62.84288,-34.24256,90.432,1376.12288,1050.119369728,7.7309,53.4962,4.06889473684211,28.1558947368421,7.7886,53.6335,4.09926315789474,28.2281578947368,0.975254655217308,2.07615358390401E-08,0.024745324021156,-0.276206680124304,254.802190812146,0.062318531453293,4.30363382471966,1999.44063587617,1510.5644562001,0.559770757002928,0.559770757002928,1046.61829064634,7.7269,54.1514,4.06678947368421,28.5007368421053,2466.45624990815,1191.76509539119,518.295902164517,41.2019685946674,0.481909952122913,6155637031.33802,1.02871531260431,162.344253540039,103.937675476074,21.6672592163086,16.4777908325195,5.61007881164551,4.08135318756104,5.73016977310181,3.94529628753662,12.8680105209351,8.48893928527832,3.56860208511353,2.31860947608948
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,9,44.97,56.66,85,89.48,89.53,92.73,92.87,93.23,4.27394975821177,11.5705549120903,4.75053425629934,8.0474756360054,0.021889805793762,58.1498275359472,18.5612533489863,105.375485253334,0.002968020665425,0.00803510757784,0.00329898212243,0.005588524747226,1.5201254023446E-05,0.040381824677741,0.012889759270129,0.073177420314815,-60.89728,-31.51872,91.242,1423.40096,1025.133371392,7.4834,54.1638,3.93863157894737,28.5072631578947,7.5506,53.841,3.974,28.3373684210526,0.97694924500715,3.87945480175805E-05,0.023011960444833,-0.197124932700401,253.730623558696,0.060915622734315,4.53612296374087,1996.24263052292,1509.85769768831,0.567819835657134,0.567819835657134,1048.1357338542,7.6842,54.1805,4.04431578947368,28.5160526315789,2496.1907507927,1160.75021136446,652.855710261863,41.2030567379354,0.386806344816952,4808197544.76139,0.785175685344021,162.344253540039,112.935989379883,21.6672592163086,18.3077182769775,5.61007881164551,3.83200812339783,5.73016977310181,4.25349617004395,12.8680105209351,9.35530948638916,3.56860208511353,2.40074992179871
FULL_REGISTRATION_PROJS_PARTIAL_NORMALISED_DSSIM,10,45.89,57,85.4,89.9,89.96,92.82,92.03,92.39,3.52545432249705,9.95760070085526,6.55651347637177,9.11171983083089,0.025201189517975,64.7248561898867,14.840850575765,108.742196285725,0.002448232168401,0.006915000486705,0.004553134358592,0.006327583215855,1.75008260541492E-05,0.044947816798533,0.01030614623317,0.075515414087309,-59.92448,-29.57312,90.522,1440.7168,1053.01990912,7.5042,54.6238,3.94957894736842,28.7493684210526,7.5295,54.4372,3.96289473684211,28.6511578947368,0.973100000188002,4.4794577066819E-08,0.026899955017421,-0.401992451751715,254.999661300722,0.064540412521685,4.67688019647868,1836.32069323627,1962.1001447557,1.05796744859711,1.05796744859711,1222.93882951457,7.8994,53.9774,4.15757894736842,28.4091578947368,2058.43774676381,1462.10021831359,698.429957518304,42.7226074984999,0.496073985231981,4778639443.56881,0.778803182072583,162.344253540039,164.837661743164,21.6672592163086,25.7416477203369,5.61007881164551,4.10139799118042,5.73016977310181,4.73869800567627,12.8680105209351,12.1794519424438,3.56860208511353,3.07331943511963
